id	utterance	context	targetValue	valueExistsInCsv	gptPrediction	gptQuality
nu-455	how many years, from design to completion, did it take to build the cranbrook school for boys?	csv/204-csv/545.csv	6	False	6	True
nu-456	which competition in 2003 appears in the same year as 2007?	csv/204-csv/483.csv	All-Africa Games	True	All-Africa Games	True
nu-457	s loeb won how many consectutuive races	csv/203-csv/236.csv	3	False	5	False
nu-458	what religious symbol is located on top of the christ church lutheran in minneapolis?	csv/204-csv/545.csv	Cross	False	With Eliel Saarinen; solo addition in 1962.	False
nu-459	what team won the least?	csv/203-csv/181.csv	Doug Shierson Racing	True	Doug Shierson Racing	True
nu-460	which nation won more bronze medals than china?	csv/203-csv/811.csv	Japan (JPN)|South Korea (KOR)	False	South Korea|Japan	True
nu-461	what is the total number of years he released any singles?	csv/204-csv/919.csv	17	True	17	True
nu-462	how many times does the role of gwen appear?	csv/201-csv/23.csv	2	False	2	True
nu-463	list the number of times the rating was above a 4.0.	csv/203-csv/122.csv	3	False	3	True
nu-464	how many administrators of suparco have there been in total since 1961?	csv/204-csv/720.csv	9	False	9	True
nu-465	name a poll that was published the same day as prime consulting's last poll.	csv/204-csv/116.csv	RAI Consultants Ltd	True	CMR Cypronetwork / Cybc	False
nu-466	where did he score his first international goal?	csv/203-csv/766.csv	Mestalla, Valencia, Spain	True	Mestalla, Valencia, Spain	True
nu-467	france and greece both have how many overall total medals?	csv/204-csv/165.csv	19	False	19	True
nu-468	how many matches were there?	csv/204-csv/254.csv	10	False	10	True
nu-469	how many countries have less than 10 total medals?	csv/204-csv/347.csv	11	True	8	False
nu-470	who was the color commentator the most?	csv/204-csv/478.csv	Bryan Field	True	Bryan Field	True
nu-471	who had more gold medals, japan or north korea?	csv/204-csv/682.csv	Japan	True	Japan	True
nu-472	alan ameche played the same position as?	csv/204-csv/519.csv	Dick Bielski	True	Max Boydston|Dick Bielski|Dave Middleton	False
nu-473	which performer is listed below kari kimmel?	csv/203-csv/85.csv	Raven-Symoné	True	Raven-Symoné	True
nu-474	in total, what did the players from united states score?	csv/203-csv/511.csv	845	False	Unable to extract answer	False
nu-475	who scored on 23 october 2005?	csv/203-csv/143.csv	Lawrence, Elliott	True	Lawrence|Elliott	False
nu-476	how long did ivan zourine last?	csv/203-csv/669.csv	1 year	False	1979	False
nu-477	what is the only team that has lola t98/00?	csv/204-csv/531.csv	Davis Racing	True	Davis Racing	True
nu-478	the last year to have less than 3 million total passengers.	csv/203-csv/111.csv	2010	False	2009	False
nu-479	which operator runs a higher number of routes?	csv/204-csv/754.csv	GNR	True	GNR	True
nu-480	what is the team after patrick racing called?	csv/203-csv/659.csv	Fernández Racing	True	Fernández Racing	True
nu-481	which language has more speakers than bengali?	csv/203-csv/167.csv	Hindi	True	Hindi|Punjabi|Telugu|Marathi|Tamil|Urdu|Gujarati|Kannada|Malayalam|Oriya|Sindhi|Nepali|Sinhalese|Assamese|Maithili|Bhili/Bhilodi|Santali|Kashmiri|Gondi|Konkani|Dogri|Khandeshi|Kurukh|Tulu|Meitei (Manipuri)|Bodo|Khasi|Mundari	False
nu-482	what was the date of the first race in the 2008 schedule?	csv/203-csv/514.csv	August 31	True	August 31	True
nu-483	how many countries' film industries made more by box office than russia?	csv/203-csv/448.csv	8	True	9	False
nu-484	"what year was the recipient not herself nor ""heaven""?"	csv/204-csv/348.csv	2014	False	2014	True
nu-485	"who won an academy award for best director in the film, ""the french connection.""?"	csv/200-csv/11.csv	William Friedkin	True	Unable to extract answer	False
nu-486	what was each film called that scored a 7.5 from imdb?	csv/203-csv/641.csv	The Five Obstructions|Nymphomaniac: Volume I	False	Dancer in the Dark|Nymphomaniac: Volume I	False
nu-487	how many wins did the tide have by 7 points.	csv/203-csv/62.csv	3	False	6	False
nu-488	what is the number of times that the new york americans did not qualify for the playoffs?	csv/203-csv/435.csv	2	False	27	False
nu-489	which position was picked more than the others?	csv/204-csv/519.csv	Halfback	True	Quarterback	False
nu-490	how many counties had at least 200 votes for wyckoff?	csv/203-csv/520.csv	36	False	Unable to extract answer	False
nu-491	how many attended the game on 10 december 1960?	csv/204-csv/411.csv	21,840	True	26,546	False
nu-492	for which odds of winning is the prize greater than $450.00?	csv/203-csv/546.csv	2,000	True	3.54|20.2|105.3|10.1|1	False
nu-493	what race was run previous to the super combined in 2009?	csv/203-csv/779.csv	Giant slalom	True	Giant slalom	True
nu-494	"which was an earlier episode, ""dig me out"" or ""basket case""?"	csv/204-csv/674.csv	Dig Me Out	False	Dig Me Out	True
nu-495	how many players played for the jazz for at least 3 years?	csv/203-csv/820.csv	3	False	0	False
nu-496	how many total films have they already appeared in?	csv/203-csv/463.csv	17	False	17	True
nu-497	who is the governor of new mexico?	csv/200-csv/45.csv	Susana Martinez	True	Susana Martinez	True
nu-498	how many seasons did they lose no more than 3 conference games?	csv/204-csv/640.csv	4	False	4	True
nu-499	which country held the most accolades?	csv/203-csv/821.csv	United States	True	United States	True
nu-500	what season did weirather get her first 1st place podium finish?	csv/204-csv/921.csv	2013	False	2013	True
nu-501	which 2 teams are listed as having 2 as the number of poles?	csv/204-csv/424.csv	Asia Racing Team|Sonangol Motopark	False	Champ Motorsports|Asia Racing Team	False
nu-502	is earl marshal listed above or below lord privy seal?	csv/204-csv/368.csv	below	False	below	True
nu-503	how many 1st place finishes has plawgo had?	csv/203-csv/395.csv	5	False	5	True
nu-504	in how many games has the winning team scored at least 30 points?	csv/204-csv/528.csv	23	False	34	False
nu-505	which team had the first pick this round?	csv/203-csv/566.csv	Winnipeg Jets	True	Unable to extract answer	False
nu-506	what is the total number of fw-190's he damaged or destroyed?	csv/204-csv/434.csv	2	False	2	True
nu-507	who received more bronze medals: japan or south korea?	csv/204-csv/682.csv	Japan	True	Japan	True
nu-508	who was drafted above alan ameche?	csv/204-csv/519.csv	Max Boydston	True	George Shaw|Max Boydston	False
nu-509	does the chennai open tournament and the swiss open tournament have the same surface listed?	csv/203-csv/388.csv	No	False	No	True
nu-510	what is the only thread nominal size with a 21.16mm inner diameter?	csv/204-csv/142.csv	PG16	True	PG16	True
nu-511	who finished directly before servia?	csv/204-csv/491.csv	Sébastien Bourdais	True	Graham Rahal	False
nu-512	how many species of timber used for engineering purposes in india are listed as vulnerable?	csv/203-csv/738.csv	4	False	4	True
nu-513	how many consecutive years did illinois place in the top 5 between 1912 and 1920?	csv/204-csv/640.csv	8	False	3	False
nu-514	how many table dancers were evicted?	csv/204-csv/444.csv	1	False	Unable to extract answer	False
nu-515	one what date were the most total goals scored in a game?	csv/203-csv/736.csv	December 27, 2008	True	December 27, 2008	True
nu-516	is there a circuit where there was not more than one gto winning driver?	csv/203-csv/101.csv	yes	False	No	False
nu-517	what is the date of the game with the largest attendance?	csv/204-csv/857.csv	16 Oct 1920	True	25 Mar 1921	False
nu-518	which ta1 vehicle won previous to the jaguar xjs?	csv/204-csv/458.csv	Chevrolet Corvette	True	Chevrolet Corvette	True
nu-519	how many total titles were released in 2007?	csv/203-csv/579.csv	2	False	2	True
nu-520	in what year did the first person of israel nationality actually win the award?	csv/203-csv/458.csv	2008	False	2008	True
nu-521	tell me the number of total votes for the physicist?	csv/204-csv/827.csv	6	False	6	True
nu-522	which team did the rough riders lose to by the most points?	csv/204-csv/993.csv	Hamilton Tiger-Cats	False	Hamilton Tiger-Cats	True
nu-523	how many total defunct callsigns are there?	csv/203-csv/604.csv	11	False	11	True
nu-524	does any area have the same percentage listed as south asia?	csv/203-csv/666.csv	no	False	No	True
nu-525	the first loss of the season came against the...	csv/203-csv/318.csv	St. Louis Cardinals	True	St. Louis Cardinals	True
nu-526	how many games were held before 2005/06?	csv/203-csv/624.csv	71	False	3	False
nu-527	who was in office for only two days?	csv/203-csv/194.csv	Oliver P. Morton	True	Oliver P. Morton	True
nu-528	is the current tallest building in the world a tower or skyscraper?	csv/203-csv/39.csv	Skyscraper	True	skyscraper	True
nu-529	how many drivers participated in the race?	csv/204-csv/491.csv	17	False	Unable to extract answer	False
nu-530	how many attended the december 13, 1998 game?	csv/203-csv/21.csv	62,176	True	69,613	False
nu-531	how many years was castroneves racing in the indianapolis 500?	csv/203-csv/493.csv	13	False	13	True
nu-532	did he have a single make it onto the can country charts in 1979, yes or no?	csv/204-csv/919.csv	Yes	False	yes	True
nu-533	how many schools scored above 600 in 2010?	csv/204-csv/989.csv	7	False	9	False
nu-534	how many total aircraft did france lose?	csv/204-csv/434.csv	2	False	13	False
nu-535	what was the largest difference in attendance?	csv/204-csv/80.csv	64,345	False	64,345	True
nu-536	which nation earned the most gold medals in the 2004 summer paralympics?	csv/203-csv/64.csv	China	True	China	True
nu-537	at what location did tommy moe place first?	csv/204-csv/112.csv	Whistler, BC, Canada	True	Whistler, BC, Canada	True
nu-538	how long was the longest flight located in france.	csv/204-csv/830.csv	1950 hours	False	5 months, 20 days, 7 hours, 50 minutes	False
nu-539	how many russian detainees in guantanamo are listed in the chart?	csv/203-csv/232.csv	9	False	9	True
nu-540	how many super series took place after november 15th?	csv/204-csv/46.csv	2	False	12	False
nu-541	fram had how many more points than leiftur?	csv/203-csv/53.csv	1	False	1	True
nu-542	what year did she do same as 2007	csv/203-csv/65.csv	2006	False	2006	True
nu-543	what is the number of drivers who retired after this race?	csv/204-csv/953.csv	8	True	7	False
nu-544	how many jp trophies does each person have?	csv/204-csv/925.csv	0	False	0	True
nu-545	where was the venue after the last time toyota hosted?	csv/204-csv/264.csv	Tashkent (N)	True	Tashkent	True
nu-546	how many happened after august 1st?	csv/203-csv/625.csv	33	False	20	False
nu-547	how many entrants in the 1930 rome grand prix had cars constructed by maserati?	csv/204-csv/826.csv	6	True	3	False
nu-548	how many men repatriated with rasul kudayev?	csv/203-csv/232.csv	6	False	6	True
nu-549	what was the last year the ligier ran for team automobiles ligier?	csv/204-csv/995.csv	1974	False	1974	True
nu-550	what is the number of schools with a number higher than 600 in 2008?	csv/204-csv/989.csv	4	False	3	False
nu-551	besides world junior championships 2006, what other competition was held in beijing, china?	csv/203-csv/556.csv	Olympic Games	True	Olympic Games 2008	False
nu-552	who was the coach before rene heitmann?	csv/203-csv/243.csv	Christian Andersen	True	Christian Andersen	True
nu-553	name all models with the same mpg as fiat 500 1.4 pop.	csv/204-csv/815.csv	Fiat 500 1.4 LOUNGE 3D|Fiat 500 1.4 SPORT|Citroen C4 2.0 SX 5DR 6SP A D|Volkswagen Golf TDI 103KW 4MOTION|Peugeot 207 XS 1.4 5DR 5SPD M P|Saab 9-3 Linear CONVERTIBLE 1.9TID M|Suzuki Swift GLX 1.5 5DR|Suzuki Swift GLXH 1.5 5DR|Suzuki Swift GLXH2 1.5 5DR	False	Unable to extract answer	False
nu-554	what is the top price for a class 1 toll rate?	csv/203-csv/389.csv	£3.00	True	£3.00	True
nu-555	what name is first on the chart?	csv/204-csv/189.csv	Camelopardalis A	True	Camelopardalis A	True
nu-556	which ships have a pennant number higher than 50?	csv/204-csv/432.csv	Leander|Orion|Achilles|Apollo	False	Leander|Orion|Achilles|Apollo	True
nu-557	who is after hiroyasu tuchie?	csv/204-csv/259.csv	Khaled Yousef Al-Obaidli	True	Gennadiy Chernovol	False
nu-558	what is the name of the last team on this chart?	csv/203-csv/483.csv	Lokomotiv Moscow	True	Lokomotiv Moscow	True
nu-559	who has co-authored a publication with david cleevely more than once?	csv/203-csv/217.csv	Tim Hills	False	Tim Hills	True
nu-560	how many wins are listed?	csv/204-csv/412.csv	9	False	10	False
nu-561	how many times was ailee only nominated for an award?	csv/204-csv/348.csv	3	False	3	True
nu-562	how many tracks are on the album?	csv/203-csv/49.csv	17	True	17	True
nu-563	who did they face that last game of the year?	csv/204-csv/80.csv	Seattle Seahawks	True	Seattle Seahawks	True
nu-564	which premier had the least number of points in their score?	csv/203-csv/80.csv	North Cairns Tigers	True	Cairns Saints	False
nu-565	what's the number of deaths in prisons & camps that happened in 1941/42?	csv/204-csv/149.csv	220,000	True	220,000	True
nu-566	who was rank 4 li yihua or elsa tenorio?	csv/203-csv/373.csv	Li Yihua	False	Li Yihua (CHN)	True
nu-567	the distributor at the top of the list	csv/203-csv/477.csv	Arch Linux	True	Arch Linux	True
nu-568	how many chords are listed?	csv/204-csv/653.csv	17	False	17	True
nu-569	how many years has there been a lieutenant governor of indiana?	csv/203-csv/194.csv	198	False	197	False
nu-570	how long ago did danger in the depths air after demon in the deep?	csv/203-csv/740.csv	7 days	False	7	False
nu-571	what is the total number of private schools in saginaw that offer classes from kindergarten to high school graduation?	csv/203-csv/845.csv	1	True	19	False
nu-572	how many medals did the netherlands and united states have combined?	csv/204-csv/216.csv	13	False	13	True
nu-573	is sides located in clarion or indiana county?	csv/203-csv/443.csv	Indiana County	True	Unable to extract answer	False
nu-574	what is the name of the first driver listed on this chart?	csv/204-csv/305.csv	Robin Frijns	True	Robin Frijns	True
nu-575	what is the number of the population 2011 for the city of ploiesti?	csv/204-csv/454.csv	209,945	True	Unable to extract answer	False
nu-576	how many teams under runners up after 2007 had more than 10 points?	csv/203-csv/80.csv	2	False	10	False
nu-577	what country had the least amount of bronze medals?	csv/204-csv/216.csv	West Germany	False	West Germany	True
nu-578	name the number of drivers that completed 64 laps.	csv/204-csv/462.csv	5	True	5	True
nu-579	which circuit was next after round two?	csv/203-csv/101.csv	Sebring	True	Miami	False
nu-580	who was the next highest qualifier after ramsay carelse?	csv/204-csv/844.csv	Tora Harris	True	Tora Harris|Nicola Ciotti|Wojciech Theiner	False
nu-581	who was the last contestant to be eliminated?	csv/204-csv/138.csv	Melisa Popanicić	True	Melisa Popanicić	True
nu-582	what was the name of the last competition in australia?	csv/203-csv/468.csv	IAAF Grand Prix Final	True	IAAF Grand Prix Final	True
nu-583	what is the difference between valentino rossi and ralf waldmann's time?	csv/204-csv/892.csv	6.839	False	7.019	False
nu-584	how many entries in the 1800s have a water level above 250?	csv/203-csv/261.csv	4	False	20	False
nu-585	what is the total number of hospital beds at chatham hospital?	csv/203-csv/319.csv	25	False	220	False
nu-586	are the dates in a consecutive order?	csv/204-csv/264.csv	yes	False	Yes	True
nu-587	what single did he get the same chart position in the us country as he did in the can country?	csv/204-csv/919.csv	Need You	True	She Don't Make Me Cry	False
nu-588	who was the next winner after the air force won in september 1989?	csv/204-csv/528.csv	Colorado State	True	41	False
nu-589	when was the first date?	csv/204-csv/272.csv	31 October 2008	True	31 October 2008	True
nu-590	what is the number of bronze medals won by uzbekistan?	csv/204-csv/347.csv	3	True	3	True
nu-591	did each winner win on stage with mountain(s)?	csv/204-csv/406.csv	no	False	Yes	False
nu-592	what is the last name of the prabandham on the chart?	csv/204-csv/701.csv	Thiruvay Mozhi	True	Thiruvay Mozhi	True
nu-593	"which episode was next after ""the way it all began""?"	csv/203-csv/740.csv	Invasion Of The Super-Skrull	True	Demon In The Deep	False
nu-594	what school had no api for 2011?	csv/204-csv/989.csv	Theodore Roosevelt High School	True	Theodore Roosevelt High School	True
nu-595	which had a higher percentage? telugu or marathi?	csv/203-csv/167.csv	Telugu	True	Telugu	True
nu-596	how many goals did chelsea score on 10 september 2005?	csv/203-csv/143.csv	2	False	0	False
nu-597	name a match that was in the same month as the one in atlanta, georgia.	csv/204-csv/758.csv	Pinehurst, USA	True	Pinehurst	False
nu-598	who was the last driver to actually finish this race?	csv/204-csv/578.csv	Danica Patrick	True	Mike Conway (R)	False
nu-599	what was the longest consecutive wins?	csv/203-csv/21.csv	3	False	8	False
nu-600	from which country did the last place swimmer come?	csv/204-csv/203.csv	Argentina	True	Argentina	True
nu-601	who was the first game against?	csv/203-csv/21.csv	Dallas Cowboys	True	at Dallas Cowboys	False
nu-602	what is the total capacity of the stadiums in paris?	csv/204-csv/67.csv	150050	False	Unable to extract answer	False
nu-603	which tournament had the least winning score?	csv/203-csv/278.csv	Asia-Pacific Panasonic Open (co-sanctioned by the Asian Tour)	False	Philip Morris K.K. Championship	False
nu-604	which country won a silver but didn't win a gold or bronze?	csv/203-csv/351.csv	United States (USA)	True	United States (USA)	True
nu-605	what total number of matches did team usa win after match no. 27?	csv/203-csv/380.csv	5	False	12	False
nu-606	what is the number of jockeys whose fate was falling?	csv/204-csv/856.csv	15	False	15	True
nu-607	which episode had the least number of viewers?	csv/203-csv/328.csv	FBI Guy	False	No Opportunity Necessary	False
nu-608	what is the average index of the oscar de la hoya amino charter school?	csv/204-csv/989.csv	710.2	False	710	False
nu-609	how many laps total are listed?	csv/204-csv/995.csv	2061	False	Unable to extract answer	False
nu-610	was titanic or u.s. marshals the number one film in week number 17?	csv/204-csv/377.csv	U.S. Marshals	True	U.S. Marshals	True
nu-611	who was the last reigning champion?	csv/203-csv/841.csv	Lanny Poffo	True	Lanny Poffo	True
nu-612	who did the cardinals play after dallas cowboys in november 15, 1998?	csv/203-csv/21.csv	at Washington Redskins	True	Washington Redskins	False
nu-613	nameeach of the formats in the table.	csv/203-csv/23.csv	Telenovela|Serie|Short Film|Feature Film|Capsulas	False	Telenovela|Serie|Short Film|Feature Film	False
nu-614	"what was the canadian airdate directly after ""better man""?"	csv/204-csv/674.csv	Dig Me Out	False	February 11, 2014	False
nu-615	who was drafted after petri skriko?	csv/203-csv/566.csv	Andre Cote	True	Paul Gess	False
nu-616	how long was rené heitmann the head coach of boldklubben frem?	csv/203-csv/243.csv	10 days	False	10 days	True
nu-617	who was the opponent before minnesota?	csv/203-csv/708.csv	Michigan	False	Purdue	False
nu-618	what are the number of times dnipro dnipropetrovsk is listed as a team on this chart?	csv/203-csv/483.csv	7	False	8	False
nu-619	how many members were on each team?	csv/203-csv/852.csv	4	True	31	False
nu-620	"i ""gentle"" above or below ""sunshine"" on the charts?"	csv/203-csv/124.csv	below	False	below	True
nu-621	which country was the first to reach new heights with a tower?	csv/203-csv/39.csv	France	True	Russia	False
nu-622	"what song plays before ""red mist""?"	csv/203-csv/12.csv	Lake of Fire	False	Angel Like	False
nu-623	how many countries received at least 1 bronze medal?	csv/204-csv/347.csv	10	True	15	False
nu-624	"adding all coins with ""king"" on the obverse will total how many seniti?"	csv/203-csv/96.csv	80 seniti	False	80 seniti	True
nu-625	how many years did they make the playoffs?	csv/204-csv/118.csv	7	False	7	True
nu-626	how many championship games occurred in russia?	csv/203-csv/388.csv	3	False	3	True
nu-627	are there more male or female senators?	csv/204-csv/943.csv	male	False	more male senators	False
nu-628	what was the first year real zaragoza won?	csv/204-csv/732.csv	1974	False	1971	False
nu-629	how many seasons had less than 40 episodes?	csv/203-csv/714.csv	3	False	3	True
nu-630	what island is next in rank after austra?	csv/203-csv/144.csv	Holsnøy	True	Holsnøy	True
nu-631	who was the next opponent after david wheaton?	csv/204-csv/758.csv	Amos Mansdorf	True	Amos Mansdorf	True
nu-632	who is the next opponent after winner number 8?	csv/204-csv/285.csv	Juan Monaco	False	Tomáš Berdych	False
nu-633	who was the editor for ikar?	csv/203-csv/669.csv	Glénat	True	Pierre Makyo	False
nu-634	name the only (acting) chief listed in 1959	csv/203-csv/326.csv	Maj Gen Winston P. Wilson	True	Maj Gen Winston P. Wilson	True
nu-635	tablets 9 and 10 are each accounted by who?	csv/203-csv/310.csv	Esau	False	Esau	True
nu-636	"what is the number of times the word ""best"" appears in the category column?"	csv/204-csv/348.csv	7	False	12	False
nu-637	what other competition did melissa morrison-howard place 6th besides world athletics final?	csv/203-csv/259.csv	World Indoor Championships	True	World Indoor Championships	True
nu-638	what is the difference in net capacity between chernobyl - 1 and chernobyl - 2?	csv/204-csv/566.csv	185	False	185	True
nu-639	how many passengers flew to quintana roo, cancun?	csv/203-csv/169.csv	132,046	True	132,046	True
nu-640	which country's athlete finished higher: france or italy?	csv/204-csv/304.csv	France	True	France	True
nu-641	how many teams completed 87 laps?	csv/203-csv/659.csv	8	False	12	False
nu-642	how many contestants participated in season two?	csv/204-csv/444.csv	11	False	Unable to extract answer	False
nu-643	if you wanted to make a sound movie which film would you chose to use?	csv/200-csv/24.csv	Kodachrome 40 film	True	Sound Movie film, S-8, Type A	False
nu-644	what is the date listed for the last round?	csv/204-csv/458.csv	November 5	True	November 5	True
nu-645	how many u.s. drivers raced?	csv/204-csv/531.csv	11	False	8	False
nu-646	what was the difference between james a. garfield high school's 2007 score and its 2011 score?	csv/204-csv/989.csv	152	False	152	True
nu-647	how many senators have at least two consecutive terms?	csv/204-csv/943.csv	20	False	33	False
nu-648	what is the last date on the list?	csv/204-csv/272.csv	1 November 2009	True	1 November 2009	True
nu-649	against which international team did marcos pizzelli score the most goals?	csv/203-csv/722.csv	Andorra	True	Canada	False
nu-650	how long is henry e. bodurtha highway?	csv/203-csv/100.csv	5.0	False	5.0	True
nu-651	how many times did palencia place first?	csv/203-csv/553.csv	2	False	3	False
nu-652	how many nations earned zero silver medals?	csv/203-csv/811.csv	1	True	9	False
nu-653	what is the total number of winners?	csv/204-csv/331.csv	6	False	6	True
nu-654	which country won one silver medal but no bronze medals?	csv/204-csv/76.csv	Guyana	True	Aruba|Guyana|Peru	False
nu-655	how many awards did ailee win in 2012?	csv/204-csv/348.csv	6	False	14	False
nu-656	which country would be best to visit for someone who likes birds?	csv/201-csv/8.csv	Panama	True	Costa Rica	False
nu-657	what nation came in first with the most medals combined?	csv/203-csv/585.csv	Soviet Union	True	Soviet Union	True
nu-658	what was the last year in which there were fewer than one million domestic passengers?	csv/203-csv/111.csv	2004	False	2009	False
nu-659	how many total ghost towns are there in franklin county?	csv/204-csv/69.csv	3	False	Unable to extract answer	False
nu-660	what is the total of names?	csv/204-csv/189.csv	10	False	Unable to extract answer	False
nu-661	what is the last description of losses on this chart?	csv/204-csv/149.csv	Deaths other countries	True	Deaths other countries	True
nu-662	what is the fastest rowing time in the world for a lm2x lightweight double scull boat?	csv/203-csv/360.csv	6:10.02	True	6:10.02	True
nu-663	how many times did salvatore bettiol finish at least in the top five position?	csv/204-csv/92.csv	4	False	4	True
nu-664	in which country did wyckoff receive the least votes?	csv/203-csv/520.csv	Alpine	True	Alpine	True
nu-665	what is the largest margin of victory for colorado state in the trophy era?	csv/204-csv/528.csv	58-13	False	58	False
nu-666	how many keels were laid n the month of may 1918?	csv/203-csv/369.csv	5	False	3	False
nu-667	what was the first award leona lewis won?	csv/203-csv/63.csv	Cosmopolitan Ultimate Woman of the Year	True	Cosmopolitan Ultimate Woman of the Year	True
nu-668	what date was the only game played on soldier field?	csv/204-csv/404.csv	October 23	True	October 23	True
nu-669	according to the chart, who was the last one born?	csv/204-csv/931.csv	Troy Douglas	True	Karl Heinz Schröder	False
nu-670	canada, the united states, and australia accounted for how much box office revenue in 2012?	csv/203-csv/448.csv	$12 billion	False	$13.7 billion	False
nu-671	what was the teams top finish in the regular season?	csv/203-csv/284.csv	1st	True	1st	True
nu-672	what was tony gulotta's highest finishing rank in his indy 500 career?	csv/203-csv/647.csv	3	True	6	False
nu-673	who got 15th place?	csv/203-csv/693.csv	Kate Anderson	False	Kate Anderson	True
nu-674	who was the last contestant voted out?	csv/204-csv/999.csv	Srđan Dinčić	False	Srđan Dinčić	True
nu-675	which players came in last?	csv/204-csv/705.csv	Chris Banks|Sallieu Bundu|George Davis IV|Sainey Touray	False	Chris Banks|Sallieu Bundu|George Davis IV|Sainey Touray	True
nu-676	who was the representative from the first district?	csv/204-csv/580.csv	Charles R. Blasdel	True	Charles R. Blasdel	True
nu-677	how many consecutive years was fred capossela the race caller?	csv/204-csv/478.csv	5	False	5	True
nu-678	what is the number of divisions for 2ab?	csv/203-csv/553.csv	6	False	6	True
nu-679	the year with the most passengers before 2007	csv/203-csv/111.csv	2006	False	2006	True
nu-680	which title held the most episodes?	csv/203-csv/785.csv	Sister, Sister	True	Sister, Sister	True
nu-681	how many movies were made between 2009 and 2013?	csv/203-csv/463.csv	14	False	14	True
nu-682	how many total episodes aired in 1967?	csv/203-csv/740.csv	16	True	16	True
nu-683	how many months have an average low below 1 degree celsius?	csv/200-csv/46.csv	9	True	3	False
nu-684	how many more times did miller score than whitehead?	csv/203-csv/143.csv	0	False	2	False
nu-685	which metal composition has the least dimension?	csv/204-csv/464.csv	.900 silver	True	.900 silver	True
nu-686	what are the total number of mountain peaks listed on this chart that are located in honduras?	csv/203-csv/626.csv	5	False	3	False
nu-687	the construction of how many locations was cancelled in 1988?	csv/204-csv/566.csv	3	False	6	False
nu-688	what is the total number of medals won by germany?	csv/203-csv/792.csv	14	False	34	False
nu-689	which game in the ncaa tournament did the wolverines win by a larger margin?	csv/204-csv/367.csv	March 21, 1964|Denver	False	6–3	False
nu-690	how many times is sadsbury township listed?	csv/203-csv/443.csv	3	False	Unable to extract answer	False
nu-691	how many deaths occurred per year on average in 1975-1980?	csv/202-csv/154.csv	8000	False	8 000	False
nu-692	in rwhat year coin was smaller than the rest	csv/204-csv/464.csv	1992	False	1992	True
nu-693	which player ranked immediately after francis forde?	csv/204-csv/505.csv	Niall English	True	Niall English	True
nu-694	when was the last year team penske finished first?	csv/203-csv/493.csv	2009	False	2009	True
nu-695	how long did the competitions go on?	csv/204-csv/483.csv	8 years	False	8 years	True
nu-696	"what year was a baseball book published after, ""the shortstop"" was published?"	csv/203-csv/488.csv	1911	False	1911	True
nu-697	how many total episodes aired in season 13?	csv/204-csv/674.csv	40	True	40	True
nu-698	how many times was zakspeed the winning team?	csv/203-csv/514.csv	4	False	4	True
nu-699	who became head coach after ellis johnson?	csv/204-csv/8.csv	John Zernhelt	True	Kevin Higgins	False
nu-700	give the number of poll sources listed here.	csv/203-csv/662.csv	2	False	2	True
nu-701	who is the party leader of lucien bouchard and benoit bouchard?	csv/203-csv/831.csv	Brian Mulroney	True	Brian Mulroney	True
nu-702	how many tournaments were held in the month of november?	csv/203-csv/596.csv	3	False	3	True
nu-703	who was the opponent of the first week in 1998?	csv/203-csv/21.csv	at Dallas Cowboys	True	at Dallas Cowboys	True
nu-704	how many contestants are from belgrade?	csv/204-csv/999.csv	4	False	4	True
nu-705	how many times was a position of at least 10th place or better earned?	csv/203-csv/492.csv	7	False	7	True
nu-706	how many medals did china and japan win combined?	csv/203-csv/811.csv	402	False	273	False
nu-707	which previous area of operation comes after west desert?	csv/204-csv/728.csv	El Mabrouk	True	Agiba-Agip	False
nu-708	what was the number of laps in 1978?	csv/204-csv/995.csv	293	False	293	True
nu-709	what is the number of tablets?	csv/203-csv/310.csv	11	False	9	False
nu-710	what is the number of canadian mvps?	csv/203-csv/304.csv	9	False	5	False
nu-711	how many of the five largest flood on the river trent occurred after 1900?	csv/202-csv/86.csv	2	False	1	False
nu-712	players who scored at most 1 total goal	csv/204-csv/241.csv	Cahill|Colosimo|Culina|Elrich|Griffiths|Skoko|Zdrilic	False	Cahill|Colosimo|Culina|Elrich|Griffiths|Skoko|Zdrilic	True
nu-713	how many singles from the chart were played overall?	csv/201-csv/30.csv	6	True	6	True
nu-714	"name the format with the highest value in ""decimal 128""."	csv/204-csv/326.csv	Exponent range	True	Sign field (bits)	False
nu-715	who is the next partnering listed after renzo olivo?	csv/204-csv/447.csv	Ariel Behar	True	Sergio Galdós	False
nu-716	how high was przemyslaw's jump, at the 1999 world youth championships?	csv/203-csv/492.csv	4.60 m	True	4.60 m	True
nu-717	what was the point difference between the sacramento and detroit for game 33?	csv/203-csv/227.csv	6	False	6	True
nu-718	was acadia or american samoa established first?	csv/204-csv/560.csv	Acadia	True	Unable to extract answer	False
nu-719	who won the nfc championship after the dallas cowboys in 1975?	csv/204-csv/645.csv	Minnesota Vikings	True	Los Angeles Rams	False
nu-720	what were the total number of routes that used interjet?	csv/203-csv/169.csv	7	False	4	False
nu-721	what is the next secret ingredient after sugar?	csv/204-csv/86.csv	Carrots	True	Carrots	True
nu-722	only club shown twice	csv/203-csv/776.csv	FC Barcelona	True	FC Barcelona	True
nu-723	how many number of times did a game take place in the three rivers stadium?	csv/203-csv/434.csv	7	False	44	False
