nu-876	False	[N(32.000000)[u'32']]	[S[u'justin wilson']]
nu-877	True	[S[u'kaijo access co']]	[S[u'kaijo access co']]
nu-878	True	[S[u'no']]	[S[u'no']]
nu-879	True	[N(1930.000000)[u'1930']]	[N(1930.000000)[u'1930']]
nu-880	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-881	False	[N(28061313.000000)[u'28,061,313']]	[S[u'none']]
nu-882	True	[N(8.000000)[u'8']]	[N(8.000000)[u'8']]
nu-883	True	[S[u'zinc oxide']]	[S[u'zinc oxide']]
nu-884	True	[S[u'pittsburgh penguins']]	[S[u'pittsburgh penguins']]
nu-885	True	[N(2002.000000)[u'2002']]	[N(2002.000000)[u'2002']]
nu-886	True	[S[u'billyken kid']]	[S[u'billyken kid']]
nu-887	False	[N(11.000000)[u'11']]	[S[u'1-1']]
nu-888	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-889	True	[S[u'above']]	[S[u'above']]
nu-890	False	[S[u'middle east']]	[S[u'none']]
nu-891	False	[S[u'southeastern']]	[S[u'none']]
nu-892	False	[S[u'm57d30 turbocharged i6'], S[u'm67d40 turbocharged v8']]	[S[u'730d']]
nu-893	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-894	True	[S[u'aboomoslem']]	[S[u'aboomoslem']]
nu-895	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-896	False	[N(63.500000)[u'63.50 m']]	[S[u'discus throw']]
nu-897	True	[N(2007.000000)[u'2007']]	[N(2007.000000)[u'2007']]
nu-898	False	[S[u'danger in the depths']]	[S[u'none']]
nu-899	True	[S[u'1:00:28']]	[S[u'1:00:28']]
nu-900	False	[S[u'above']]	[N(1.000000)[u'1']]
nu-901	True	[S[u'agape christian academy']]	[S[u'agape christian academy']]
nu-902	True	[S[u'venice, italy']]	[S[u'venice, italy']]
nu-903	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2.0']]
nu-904	False	[N(2.000000)[u'2']]	[N(6.000000)[u'6']]
nu-905	False	[S[u'aprilia']]	[N(8.000000)[u'8']]
nu-906	True	[N(5.000000)[u'5']]	[N(5.000000)[u'5']]
nu-907	True	[N(46.000000)[u'46']]	[N(46.000000)[u'46']]
nu-908	False	[N(2.000000)[u'2']]	[N(-2.000000)[u'-2']]
nu-909	True	[S[u'real zaragoza']]	[S[u'real zaragoza']]
nu-910	False	[S[u'yes']]	[S[u'12 november 2012']]
nu-911	False	[N(1979.000000)[u'1979']]	[N(1978.000000)[u'1978']]
nu-912	False	[N(1.000000)[u'1']]	[N(0.727273)[u'0.7272727272727273']]
nu-913	False	[S[u'oromia']]	[S[u'gambella']]
nu-914	False	[D(-1,10,-1)[u'october']]	[S[u'october 12, 2009']]
nu-915	False	[N(9.000000)[u'9']]	[S[u'none']]
nu-916	True	[S[u'switzerland']]	[S[u'switzerland']]
nu-917	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-918	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-919	False	[N(32.000000)[u'32']]	[S[u'none']]
nu-920	True	[N(10.000000)[u'10']]	[N(10.000000)[u'10']]
nu-921	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-922	False	[S[u'nixon']]	[S[u'44.14%']]
nu-923	True	[N(8.000000)[u'8']]	[N(8.000000)[u'8']]
nu-924	True	[N(2003.000000)[u'2003']]	[N(2003.000000)[u'2003']]
nu-925	True	[N(7.000000)[u'7']]	[N(7.000000)[u'7']]
nu-926	False	[S[u'reggie johnson']]	[S[u'[]']]
nu-927	True	[S[u'3a']]	[S[u'3a']]
nu-928	False	[N(13.000000)[u'13']]	[N(11.000000)[u'11']]
nu-929	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-930	False	[N(33.000000)[u'33']]	[S[u'none']]
nu-931	False	[N(45.000000)[u'45']]	[S[u'45-0']]
nu-932	True	[S[u'klaus jurgen schneider']]	[S[u'klaus jurgen schneider']]
nu-933	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-934	True	[S[u'melissa and joey']]	[S[u'melissa and joey']]
nu-935	False	[S[u'chris van hollen']]	[S[u'[]']]
nu-936	True	[S[u'frank m. karsten']]	[S[u'frank m. karsten']]
nu-937	True	[N(10.000000)[u'10']]	[N(10.000000)[u'10']]
nu-938	True	[N(7.000000)[u'7']]	[N(7.000000)[u'7.0']]
nu-939	False	[S[u'bruno junqueira']]	[S[u'[]']]
nu-940	True	[S[u'all-africa games']]	[S[u'all-africa games']]
nu-941	True	[N(8.000000)[u'8']]	[N(8.000000)[u'8']]
nu-942	True	[S[u'adam kszczot']]	[S[u'adam kszczot']]
nu-943	True	[S[u'7cae']]	[S[u'7cae']]
nu-944	True	[S[u'alfa romeo']]	[S[u'alfa romeo']]
nu-945	True	[N(27.000000)[u'27']]	[N(27.000000)[u'27']]
nu-946	True	[N(36.000000)[u'36']]	[N(36.000000)[u'36']]
nu-947	True	[S[u'jhonny arteaga']]	[S[u'jhonny arteaga']]
nu-948	False	[N(2006.000000)[u'2006']]	[S[u'2006.']]
nu-949	False	[S[u'reggie johnson']]	[S[u'[]']]
nu-950	False	[S[u'natasa maric'], S[u'gina zeneb adamu'], S[u'antonia maria hausmair'], S[u'isabelle raisa'], S[u'melisa popanicic'], S[u'teodora-madalina andreica'], S[u'yemisi rieger']]	[S[u'isabelle raisa']]
nu-951	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-952	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-953	True	[D(1998,9,20)[u'september 20, 1998']]	[S[u'september 20, 1998']]
nu-954	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-955	True	[S[u"john o'flynn"]]	[S[u"john o'flynn"]]
nu-956	True	[N(5.000000)[u'5']]	[N(5.000000)[u'5']]
nu-957	False	[S[u'soekmekaar']]	[S[u'backer']]
nu-958	True	[S[u'somalia']]	[S[u'somalia']]
nu-959	True	[S[u'special fx-ation']]	[S[u'special fx-ation']]
nu-960	False	[S[u'open']]	[S[u'none']]
nu-961	True	[S[u'whistler, bc, canada']]	[S[u'whistler, bc, canada']]
nu-962	False	[N(6.000000)[u'6']]	[N(1.000000)[u'1']]
nu-963	False	[S[u'cape lookout']]	[S[u'north carolina 34\xb037\u2032n 76\xb032\u2032w\ufeff / \ufeff34.61\xb0n 76.54\xb0w']]
nu-964	False	[N(24.000000)[u'24']]	[S[u'none']]
nu-965	False	[N(5.000000)[u'5']]	[N(16.000000)[u'16']]
nu-966	True	[S[u'no']]	[S[u'no']]
nu-967	False	[S[u'nokia'], S[u'ausmaid'], S[u'sayonara'], S[u'ragamuffin'], S[u'brindabella']]	[S[u'afr midnight rambler']]
nu-968	False	[S[u'datacenter']]	[S[u'none']]
nu-969	False	[N(1.000000)[u'1 year']]	[S['']]
nu-970	False	[N(4.000000)[u'4']]	[N(0.000000)[u'0']]
nu-971	False	[N(50.000000)[u'50']]	[S[u'50-44']]
nu-972	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-973	False	[N(4.000000)[u'4']]	[N(3.000000)[u'3']]
nu-974	False	[N(2.000000)[u'2']]	[N(12.000000)[u'12.0']]
nu-975	True	[D(1999,11,6)[u'6 november 1999']]	[S[u'6 november 1999']]
nu-976	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-977	False	[S[u'asyut'], S[u'gharbia'], S[u'suez'], S[u'giza']]	[S[u'none']]
nu-978	False	[S[u'nagmamahal, kapamilya: songs for global pinoys']]	[S[u'[]']]
nu-979	False	[N(2011.000000)[u'2011']]	[S[u'total']]
nu-980	False	[S[u'troy corser']]	[N(13.000000)[u'13']]
nu-981	False	[S[u'argentina f8']]	[S[u'ecuador f2']]
nu-982	False	[N(1992.000000)[u'1992']]	[N(1986.000000)[u'1986']]
nu-983	False	[N(2.040000)[u'2.04']]	[N(0.000000)[u'0']]
nu-984	True	[N(32.000000)[u'32']]	[N(32.000000)[u'32']]
nu-985	False	[N(24.000000)[u'24']]	[N(74.000000)[u'74']]
nu-986	True	[N(8.000000)[u'8']]	[N(8.000000)[u'8']]
nu-987	True	[S[u'doriano romboni']]	[S[u'doriano romboni']]
nu-988	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-989	False	[N(28.000000)[u'28']]	[N(0.000000)[u'0']]
nu-990	True	[N(10.000000)[u'10']]	[N(10.000000)[u'10']]
nu-991	False	[N(15.000000)[u'15']]	[N(11.000000)[u'11']]
nu-992	False	[S[u'libbie hickman']]	[S[u'none']]
nu-993	False	[N(3.000000)[u'3']]	[N(0.000000)[u'0']]
nu-994	False	[S[u'china']]	[S[u'none']]
nu-995	True	[N(1970.000000)[u'1970']]	[N(1970.000000)[u'1970']]
nu-996	False	[N(3.000000)[u'3']]	[S[u'none']]
nu-997	True	[S[u'costa rica']]	[S[u'costa rica']]
nu-998	False	[N(2004.000000)[u'2004'], N(2005.000000)[u'2005']]	[S[u'[]']]
nu-999	True	[S[u'u+003c']]	[S[u'u+003c']]
nu-1000	True	[S[u'patrick carpentier']]	[S[u'patrick carpentier']]
nu-1001	False	[N(12.000000)[u'12']]	[S[u'at hamilton tiger-cats']]
nu-1002	False	[S[u'oak']]	[S[u'ironwood, penaga lilin, bosneak, gangaw, mesua']]
nu-1003	True	[S[u'stadium of light']]	[S[u'stadium of light']]
nu-1004	False	[N(5.000000)[u'5']]	[N(0.000000)[u'0']]
nu-1005	False	[N(1514069.000000)[u'1,514,069']]	[N(1.000000)[u'1']]
nu-1006	False	[S[u'less']]	[S[u'[]']]
nu-1007	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-1008	False	[S[u'worse']]	[N(1906.000000)[u'1906']]
nu-1009	False	[N(4.000000)[u'\xa34.00']]	[N(0.000000)[u'0']]
nu-1010	False	[D(1992,8,29)[u'29 august 1992']]	[S[u'10 april 1993']]
nu-1011	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-1012	True	[S[u'downhill']]	[S[u'downhill']]
nu-1013	True	[S[u'theodore roosevelt']]	[S[u'theodore roosevelt']]
nu-1014	False	[N(110.000000)[u'110']]	[N(111.000000)[u'111']]
nu-1015	False	[N(306.650000)[u'306.65']]	[N(613.300000)[u'613.3']]
nu-1016	True	[N(44.000000)[u'44']]	[N(44.000000)[u'44']]
nu-1017	True	[S[u'baltimore bullets']]	[S[u'baltimore bullets']]
nu-1018	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-1019	True	[N(2002.000000)[u'2002']]	[N(2002.000000)[u'2002']]
nu-1020	False	[S[u'strong medicine']]	[S[u'access hollywood live']]
nu-1021	True	[S[u'tony kanaan']]	[S[u'tony kanaan']]
nu-1022	False	[S[u'ksv roeselare']]	[S[u'none']]
nu-1023	True	[S[u'br 18 201']]	[S[u'br 18 201']]
nu-1024	True	[N(13.000000)[u'13 weeks']]	[N(13.000000)[u'13']]
nu-1025	False	[N(11.000000)[u'11']]	[N(12.000000)[u'12']]
nu-1026	True	[S[u'semifinals-1']]	[S[u'semifinals-1']]
nu-1027	True	[S[u'joe wolfinger']]	[S[u'joe wolfinger']]
nu-1028	True	[N(85.000000)[u'85']]	[N(85.000000)[u'85']]
nu-1029	False	[S[u'sandy bay']]	[S[u'none']]
nu-1030	True	[N(23.000000)[u'23']]	[N(23.000000)[u'23']]
nu-1031	True	[N(2.500000)[u'2.5']]	[N(2.500000)[u'2.5']]
nu-1032	True	[S[u'yevgeny lalenkov']]	[S[u'yevgeny lalenkov']]
nu-1033	False	[N(16.000000)[u'16']]	[S[u'none']]
nu-1034	False	[N(3.000000)[u'3']]	[S[u'none']]
nu-1035	True	[N(17.000000)[u'17']]	[N(17.000000)[u'17']]
nu-1036	False	[S[u'yelena kondulaynen 44.the actress']]	[S[u'[]']]
nu-1037	False	[N(2.000000)[u'2']]	[S[u'none']]
nu-1038	False	[S[u'ukraine']]	[S[u'mexico']]
nu-1039	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-1040	True	[N(42.000000)[u'42']]	[N(42.000000)[u'42']]
nu-1041	True	[S[u'sidney smith']]	[S[u'sidney smith']]
nu-1042	True	[N(8.000000)[u'8']]	[N(8.000000)[u'8']]
nu-1043	False	[S[u'jack brabham'], S[u'mike parkes'], S[u'jochen rindt'], S[u'denny hulme'], S[u'dan gurney']]	[S[u'jack brabham']]
nu-1044	False	[S[u'no']]	[S[u'none']]
nu-1045	True	[S[u'750i-il']]	[S[u'750i-il']]
nu-1046	True	[N(1.000000)[u'1 year']]	[N(1.000000)[u'1']]
nu-1047	False	[S[u"everything you've done wrong"]]	[S[u'[]']]
nu-1048	True	[N(7.000000)[u'7']]	[N(7.000000)[u'7']]
nu-1049	False	[S[u'charles eames']]	[S[u'with charles eames. saarinen also provided an original plan for house #8, but eames completely redesigned it. listed on the national register of historic places in 2013']]
nu-1050	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-1051	False	[S[u'dick murdoch']]	[S[u'[]']]
nu-1052	True	[N(27.880000)[u'27.88']]	[N(27.880000)[u'27.879999999999995']]
nu-1053	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-1054	False	[S[u'mudh mudh ke na dekh']]	[S[u'none']]
nu-1055	False	[S[u'bally ache']]	[S[u'alydar']]
nu-1056	False	[S[u'morgan freeman']]	[S[u'not awarded']]
nu-1057	False	[N(1.000000)[u'1']]	[N(2.000000)[u'2']]
nu-1058	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-1059	False	[N(24.720000)[u'24.72']]	[S[u'none']]
nu-1060	True	[S[u'milton stapp']]	[S[u'milton stapp']]
nu-1061	True	[N(2009.000000)[u'2009']]	[N(2009.000000)[u'2009']]
nu-1062	False	[N(9.000000)[u'9']]	[N(8.000000)[u'8']]
nu-1063	False	[N(3.000000)[u'3']]	[N(12.000000)[u'12']]
nu-1064	True	[S[u'johan mellstrom']]	[S[u'johan mellstrom']]
nu-1065	True	[N(17.000000)[u'17']]	[N(17.000000)[u'17']]
nu-1066	True	[S[u'1910-11']]	[S[u'1910-11']]
nu-1067	True	[N(2.000000)[u'2 strokes']]	[S[u'2 strokes']]
nu-1068	False	[S[u'voce decide']]	[S[u'era uma vez..']]
nu-1069	False	[D(-1,12,-1)[u'december']]	[S[u'none']]
nu-1070	True	[N(12.000000)[u'12']]	[N(12.000000)[u'12']]
nu-1071	False	[S[u"john 'tune' kristiansen"]]	[S[u'none']]
nu-1072	False	[S[u'robert culp']]	[S[u'[]']]
nu-1073	True	[N(11.000000)[u'11']]	[N(11.000000)[u'11']]
nu-1074	False	[N(12.000000)[u'12']]	[S[u'none']]
nu-1075	False	[S[u'jordi alba']]	[S[u'alexis sanchez']]
nu-1076	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-1077	True	[N(13.000000)[u'13']]	[N(13.000000)[u'13']]
nu-1078	False	[N(2.000000)[u'2']]	[N(0.000000)[u'0']]
nu-1079	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-1080	True	[S[u'brian urlacher']]	[S[u'brian urlacher']]
nu-1081	True	[N(13.000000)[u'13']]	[N(13.000000)[u'13']]
nu-1082	False	[N(1.000000)[u'1']]	[S[u'none']]
nu-1083	False	[S[u'ulverstone']]	[S[u'derby']]
nu-1084	False	[N(99.000000)[u'99']]	[N(91.000000)[u'91']]
nu-1085	False	[N(5.000000)[u'5']]	[S[u'none']]
nu-1086	True	[N(17.000000)[u'17']]	[N(17.000000)[u'17']]
nu-1087	True	[N(47900.000000)[u'47,900']]	[S[u'47,900']]
nu-1088	False	[S[u'umrigar']]	[S[u'vijay merchant']]
nu-1089	False	[S[u'henson']]	[S[u'umbro']]
nu-1090	False	[S[u'milos raonic']]	[S[u'none']]
nu-1091	True	[S[u'western']]	[S[u'western']]
nu-1092	False	[S[u'jack brabham'], S[u'mike parkes']]	[S[u'jack brabham']]
nu-1093	False	[N(45.000000)[u'45']]	[S[u'none']]
nu-1094	True	[N(8.000000)[u'8']]	[N(8.000000)[u'8']]
nu-1095	True	[S[u'chevrolet']]	[S[u'chevrolet']]
nu-1096	False	[N(1188.000000)[u'1188']]	[S[u'march 20-23, 2014']]
nu-1097	True	[N(3.000000)[u'3']]	[N(3.000000)[u'3']]
nu-1098	True	[N(1906.000000)[u'1906']]	[N(1906.000000)[u'1906']]
nu-1099	False	[N(89.170000)[u'89.17']]	[S[u'none']]
nu-1100	False	[S[u'japan']]	[S[u'algiers, algeria']]
nu-1101	False	[S[u'apostolos antonopoulos']]	[S[u'apostolos antonopoulos (1:50.34) dimitrios manganas (1:51.33) andreas zisimos (1:50.26) nikolaos xylouris']]
nu-1102	False	[S[u'nadine trinker']]	[S[u'[]']]
nu-1103	False	[N(1500.000000)[u'$1,500']]	[N(550.000000)[u'550']]
nu-1104	False	[N(2.000000)[u'2']]	[S[u'none']]
nu-1105	False	[N(8.000000)[u'8']]	[N(3.000000)[u'3']]
nu-1106	False	[S[u'thin line']]	[S[u'none']]
nu-1107	True	[S[u'brabham-repco']]	[S[u'brabham-repco']]
nu-1108	False	[S[u'william a. mann']]	[S[u'none']]
nu-1109	False	[S[u'charlie taaffe']]	[S[u'john sauer']]
nu-1110	False	[S[u'1943/44']]	[S[u'none']]
nu-1111	True	[S[u'clay']]	[S[u'clay']]
nu-1112	True	[N(7.000000)[u'7']]	[N(7.000000)[u'7']]
nu-1113	True	[S[u'bob tullius']]	[S[u'bob tullius']]
nu-1114	False	[N(7.300000)[u'7.3']]	[N(-7.300000)[u'-7.2999999999999545']]
nu-1115	True	[S[u'4.0l']]	[S[u'4.0l']]
nu-1116	False	[D(2009,11,1)[u'1 november 2009']]	[S[u'31 october 2008']]
nu-1117	True	[S[u'honda']]	[S[u'honda']]
nu-1118	True	[S[u'jeremy mcwilliams']]	[S[u'jeremy mcwilliams']]
nu-1119	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-1120	False	[N(7.000000)[u'7']]	[S[u'none']]
nu-1121	False	[S[u'alan c. kohn']]	[S[u'kenneth w. dam']]
nu-1122	True	[S[u'kyrylo fesenko']]	[S[u'kyrylo fesenko']]
nu-1123	True	[S[u'galles-kraco racing']]	[S[u'galles-kraco racing']]
nu-1124	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-1125	False	[N(7.000000)[u'7']]	[N(0.000000)[u'0']]
nu-1126	False	[S[u'i like it']]	[S[u'\\24/7\\""']]
nu-1127	False	[S[u'rasul kudayev']]	[S[u'ravil shafeyavich gumarov']]
nu-1128	True	[S[u'jhonny arteaga']]	[S[u'jhonny arteaga']]
nu-1129	False	[N(2.000000)[u'2']]	[S[u'none']]
nu-1130	False	[N(3.000000)[u'3']]	[N(0.000000)[u'0']]
nu-1131	True	[N(8.170000)[u'08.17']]	[N(8.170000)[u'8.17']]
nu-1132	False	[D(-1,10,-1)[u'october'], D(-1,9,-1)[u'september']]	[S[u'none']]
nu-1133	True	[S[u'beijing, china']]	[S[u'beijing, china']]
nu-1134	True	[N(5.000000)[u'5']]	[N(5.000000)[u'5']]
nu-1135	False	[N(1979.000000)[u'1979']]	[N(2003.000000)[u'2003']]
nu-1136	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-1137	True	[N(17.000000)[u'17']]	[N(17.000000)[u'17']]
nu-1138	True	[S[u'soviet union']]	[S[u'soviet union']]
nu-1139	True	[N(5.000000)[u'5']]	[N(5.000000)[u'5']]
nu-1140	True	[S[u'yes']]	[S[u'yes']]
nu-1141	False	[N(2009.000000)[u'2009']]	[N(2012.000000)[u'2012.0']]
nu-1142	False	[N(35.000000)[u'35']]	[S[u'w 48-14']]
nu-1143	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-1144	True	[S[u'ask a biologist']]	[S[u'ask a biologist']]
nu-1145	False	[S[u'lord high treasurer']]	[N(3.000000)[u'3']]
nu-1146	False	[S[u'george w. bush']]	[S[u'george h. w. bush']]
nu-1147	False	[S[u'denver broncos']]	[S[u'at denver broncos']]
nu-1148	False	[N(4.000000)[u'4']]	[N(5.000000)[u'5']]
nu-1149	True	[N(16.000000)[u'16']]	[N(16.000000)[u'16']]
nu-1150	False	[S[u'alex zanardi']]	[S[u'alex barron']]
nu-1151	False	[S[u'pe-60']]	[S[u'pe-48']]
nu-1152	True	[N(9.000000)[u'9']]	[N(9.000000)[u'9']]
nu-1153	False	[N(3.000000)[u'3']]	[S[u'none']]
nu-1154	False	[N(2.000000)[u'2']]	[N(0.500000)[u'0.5']]
nu-1155	False	[N(3.000000)[u'3']]	[N(19.000000)[u'19']]
nu-1156	False	[N(2.000000)[u'2']]	[N(5.000000)[u'5']]
nu-1157	False	[S[u'tumon, guam']]	[S[u'apia, samoa']]
nu-1158	False	[S[u'ed perlmutter']]	[S[u'john salazar']]
nu-1159	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-1160	False	[N(7.000000)[u'7']]	[N(9.000000)[u'9']]
nu-1161	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-1162	False	[N(4.000000)[u'4']]	[S[u'none']]
nu-1163	True	[N(25.000000)[u'25']]	[N(25.000000)[u'25.0']]
nu-1164	True	[S[u'michael miley']]	[S[u'michael miley']]
nu-1165	True	[S[u'texas stadium']]	[S[u'texas stadium']]
nu-1166	False	[N(59.000000)[u'59']]	[S[u'none']]
nu-1167	False	[S[u'george washington']]	[S[u'theodore roosevelt']]
nu-1168	False	[N(5.000000)[u'5']]	[N(1.000000)[u'1']]
nu-1169	True	[S[u'alexis sanchez']]	[S[u'alexis sanchez']]
nu-1170	False	[S[u'ucla']]	[S[u'none']]
nu-1171	False	[D(2013,7,11)[u'july 11, 2013']]	[S[u'april 1, 2014']]
nu-1172	True	[N(27.000000)[u'27']]	[N(27.000000)[u'27']]
nu-1173	True	[D(2010,5,16)[u'16 may 2010']]	[S[u'16 may 2010']]
nu-1174	True	[N(12.000000)[u'12']]	[N(12.000000)[u'12']]
nu-1175	True	[N(2013.000000)[u'2013']]	[N(2013.000000)[u'2013']]
nu-1176	False	[N(3.000000)[u'3']]	[S[u'none']]
nu-1177	False	[S[u'seven']]	[S[u'[]']]
nu-1178	True	[S[u'china']]	[S[u'china']]
nu-1179	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-1180	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-1181	True	[N(44.000000)[u'44']]	[N(44.000000)[u'44']]
nu-1182	False	[S[u'krenek motorsport'], S[u'angola racing team'], S[u'champ motorsports'], S[u'carlin']]	[S[u'champ motorsports']]
nu-1183	False	[N(44.310000)[u'44.31']]	[N(44.000000)[u'44']]
nu-1184	True	[S[u'yevgeny lalenkov']]	[S[u'yevgeny lalenkov']]
nu-1185	False	[S[u'benning road-h street metro extra line']]	[S[u'none']]
nu-1186	False	[S[u'north cairns tigers']]	[S[u'centrals trinity beach bulldogs']]
nu-1187	False	[S[u'2000-2005']]	[S[u'2005-2010']]
nu-1188	True	[S[u'norway']]	[S[u'norway']]
nu-1189	False	[N(22.000000)[u'22']]	[N(0.000000)[u'0']]
nu-1190	True	[N(12.000000)[u'12']]	[N(12.000000)[u'12']]
nu-1191	True	[S[u'li yihua']]	[S[u'li yihua']]
nu-1192	False	[N(2.000000)[u'2']]	[N(3.000000)[u'3']]
nu-1193	False	[S[u'south-east asia']]	[S[u'none']]
nu-1194	True	[N(17.000000)[u'17']]	[N(17.000000)[u'17']]
nu-1195	False	[N(3.000000)[u'3']]	[S[u'nan']]
nu-1196	False	[N(2.000000)[u'2']]	[N(4.000000)[u'4']]
nu-1197	False	[N(1990.000000)[u'1990']]	[S[u'none']]
nu-1198	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-1199	False	[S[u'sepulveda']]	[S[u'van nuys']]
nu-1200	False	[S[u'yes']]	[N(2010.000000)[u'2010']]
nu-1201	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-1202	False	[N(2.000000)[u'2 months']]	[S[u'[]']]
nu-1203	True	[N(75287.000000)[u'75,287']]	[S[u'75,287']]
nu-1204	True	[S[u"team player's"]]	[S[u"team player's"]]
nu-1205	True	[N(5.000000)[u'5']]	[N(5.000000)[u'5']]
nu-1206	True	[S[u'3 783 069']]	[S[u'3 783 069']]
nu-1207	True	[N(17.000000)[u'17']]	[N(17.000000)[u'17']]
nu-1208	False	[N(2.000000)[u'2 years']]	[N(0.000000)[u'0']]
nu-1209	False	[N(7.000000)[u'7']]	[N(19.000000)[u'19']]
nu-1210	True	[S[u'kung fu: the legend continues']]	[S[u'kung fu: the legend continues']]
nu-1211	False	[S[u'ryan dalziel']]	[S[u'robert doornbos']]
nu-1212	True	[S[u'more']]	[S[u'more']]
nu-1213	True	[N(7.000000)[u'7']]	[N(7.000000)[u'7']]
nu-1214	True	[S[u'karl lagerfeld for chanel']]	[S[u'karl lagerfeld for chanel']]
nu-1215	True	[N(1.000000)[u'1 year']]	[N(1.000000)[u'1']]
nu-1216	False	[S[u'sebastien bourdais']]	[N(1.000000)[u'1']]
nu-1217	True	[N(210.000000)[u'210']]	[N(210.000000)[u'210']]
nu-1218	False	[S[u'tasmania']]	[S[u'none']]
nu-1219	False	[S[u'itsukushima']]	[S[u'[]']]
nu-1220	True	[S[u'dario franchitti']]	[S[u'dario franchitti']]
nu-1221	False	[D(1960,8,31)[u'31 august 1960']]	[S[u'[]']]
nu-1222	True	[N(0.000000)[u'0']]	[N(0.000000)[u'0']]
nu-1223	False	[N(5.000000)[u'5']]	[S[u'[]']]
nu-1224	False	[S[u'canada']]	[S[u'none']]
nu-1225	True	[S[u'holon']]	[S[u'holon']]
nu-1226	False	[N(3.000000)[u'3']]	[S[u'none']]
nu-1227	False	[S[u'anderlecht']]	[S[u'aalborg']]
nu-1228	True	[N(5.000000)[u'5']]	[N(5.000000)[u'5']]
nu-1229	False	[N(17.000000)[u'17']]	[N(0.000000)[u'0']]
nu-1230	True	[N(54.000000)[u'54 years']]	[N(54.000000)[u'54']]
nu-1231	True	[N(1978.000000)[u'1978']]	[N(1978.000000)[u'1978']]
nu-1232	True	[N(125.000000)[u'125']]	[N(125.000000)[u'125']]
nu-1233	False	[N(83.000000)[u'83']]	[S[u'none']]
nu-1234	False	[S[u'jo siffert']]	[S[u'henri pescarolo']]
nu-1235	True	[S[u'notre dame']]	[S[u'notre dame']]
nu-1236	False	[S[u'anders theil']]	[S[u'none']]
nu-1237	False	[N(3.000000)[u'3']]	[N(0.000000)[u'0']]
nu-1238	False	[N(2.000000)[u'2 seniti']]	[S[u'none']]
nu-1239	True	[S[u'camelopardalis b']]	[S[u'camelopardalis b']]
nu-1240	True	[N(4.000000)[u'4']]	[N(4.000000)[u'4']]
nu-1241	True	[N(200.000000)[u'200']]	[N(200.000000)[u'200']]
nu-1242	False	[S[u'australian football league']]	[S[u'super rugby']]
nu-1243	True	[N(6.000000)[u'6']]	[N(6.000000)[u'6']]
nu-1244	True	[N(1.000000)[u'1']]	[N(1.000000)[u'1']]
nu-1245	False	[N(3.000000)[u'3']]	[N(0.000000)[u'0']]
nu-1246	True	[N(9563.000000)[u'9,563']]	[S[u'9,563']]
nu-1247	False	[S[u'carl fogarty']]	[S[u'troy corser']]
nu-1248	False	[S[u'earnie stewart']]	[S[u'clint dempsey']]
nu-1249	True	[N(2.000000)[u'2']]	[N(2.000000)[u'2']]
nu-1250	False	[N(2003.000000)[u'2003']]	[N(2012.000000)[u'2012']]
nu-1251	True	[N(38.000000)[u'38']]	[N(38.000000)[u'38']]
nu-1252	True	[N(20.000000)[u'20']]	[N(20.000000)[u'20']]
